gene_name	num_fimo_hits	num_unique_promoters_hit	best_score	best_p_value	best_q_value
lury-1	2	1	1.25e+01	5.57e-05	3.38e-01
lys-9	2	1	1.25e+01	5.57e-05	3.38e-01
madf-2	2	1	1.25e+01	5.57e-05	3.38e-01
magu-4	2	1	1.25e+01	5.57e-05	3.38e-01
mboa-1	2	1	1.25e+01	5.57e-05	3.38e-01
mbr-1	2	1	1.25e+01	5.57e-05	3.38e-01
mdl-1	2	1	1.25e+01	5.57e-05	3.38e-01
mec-3	2	1	1.25e+01	5.57e-05	3.38e-01
med-1	2	1	1.25e+01	5.57e-05	3.38e-01
mfsd-10	2	1	1.25e+01	5.57e-05	3.38e-01
mip-2	2	1	1.25e+01	5.57e-05	3.38e-01
mlc-3	2	1	1.25e+01	5.57e-05	3.38e-01
mlh-1	2	1	1.25e+01	5.57e-05	3.38e-01
mop-25.1	2	1	1.25e+01	5.57e-05	3.38e-01
mpk-1	2	1	1.25e+01	5.57e-05	3.38e-01
mppb-1	2	1	1.25e+01	5.57e-05	3.38e-01
mpst-7	2	1	1.25e+01	5.57e-05	3.38e-01
mrps-18C	2	1	1.25e+01	5.57e-05	3.38e-01
mrps-33	2	1	1.25e+01	5.57e-05	3.38e-01
mrps-5	2	1	1.25e+01	5.57e-05	3.38e-01
mtm-9	2	1	1.25e+01	5.57e-05	3.38e-01
nas-37	2	1	1.25e+01	5.57e-05	3.38e-01
ncs-2	2	1	1.25e+01	5.57e-05	3.38e-01
ncs-5	2	1	1.25e+01	5.57e-05	3.38e-01
nduf-5	2	1	1.25e+01	5.57e-05	3.38e-01
ndx-4	2	1	1.25e+01	5.57e-05	3.38e-01
nep-1	2	1	1.25e+01	5.57e-05	3.38e-01
nex-3	2	1	1.25e+01	5.57e-05	3.38e-01
nhr-10	2	1	1.25e+01	5.57e-05	3.38e-01
nhr-112	2	1	1.25e+01	5.57e-05	3.38e-01
nhr-12	2	1	1.25e+01	5.57e-05	3.38e-01
nhr-128	2	1	1.25e+01	5.57e-05	3.38e-01
nhr-133	2	1	1.25e+01	5.57e-05	3.38e-01
nhr-154	2	1	1.25e+01	5.57e-05	3.38e-01
nhr-157	2	1	1.25e+01	5.57e-05	3.38e-01
nhr-169	2	1	1.25e+01	5.57e-05	3.38e-01
nhr-253	2	1	1.25e+01	5.57e-05	3.38e-01
nhr-27	2	1	1.25e+01	5.57e-05	3.38e-01
nhr-34	2	1	1.25e+01	5.57e-05	3.38e-01
nhr-40	2	1	1.25e+01	5.57e-05	3.38e-01
nhr-62	2	1	1.25e+01	5.57e-05	3.38e-01
nhr-74	2	1	1.25e+01	5.57e-05	3.38e-01
nhr-89	2	1	1.25e+01	5.57e-05	3.38e-01
nlf-1	2	1	1.25e+01	5.57e-05	3.38e-01
nlp-46	2	1	1.25e+01	5.57e-05	3.38e-01
nlp-59	2	1	1.25e+01	5.57e-05	3.38e-01
nmt-1	2	1	1.25e+01	5.57e-05	3.38e-01
nmur-2	2	1	1.25e+01	5.57e-05	3.38e-01
nol-58	2	1	1.25e+01	5.57e-05	3.38e-01
nol-6	2	1	1.25e+01	5.57e-05	3.38e-01
npax-4	2	1	1.25e+01	5.57e-05	3.38e-01
npp-19	2	1	1.25e+01	5.57e-05	3.38e-01
npr-20	2	1	1.25e+01	5.57e-05	3.38e-01
npr-25	2	1	1.25e+01	5.57e-05	3.38e-01
npr-27	2	1	1.25e+01	5.57e-05	3.38e-01
nra-1	2	1	1.25e+01	5.57e-05	3.38e-01
nrps-1	2	1	1.25e+01	5.57e-05	3.38e-01
nspc-4	2	1	1.25e+01	5.57e-05	3.38e-01
nspg-10	2	1	1.25e+01	5.57e-05	3.38e-01
nst-1	2	1	1.25e+01	5.57e-05	3.38e-01
nucb-1	2	1	1.25e+01	5.57e-05	3.38e-01
oac-29	2	1	1.25e+01	5.57e-05	3.38e-01
old-2	2	1	1.25e+01	5.57e-05	3.38e-01
otpl-1	2	1	1.25e+01	5.57e-05	3.38e-01
pals-21	2	1	1.25e+01	5.57e-05	3.38e-01
pap-3	2	1	1.25e+01	5.57e-05	3.38e-01
pccb-1	2	1	1.25e+01	5.57e-05	3.38e-01
pdxk-1	2	1	1.25e+01	5.57e-05	3.38e-01
pei-2	2	1	1.25e+01	5.57e-05	3.38e-01
perm-1	2	1	1.25e+01	5.57e-05	3.38e-01
pfd-1	2	1	1.25e+01	5.57e-05	3.38e-01
pgk-1	2	1	1.25e+01	5.57e-05	3.38e-01
pha-4	2	1	1.25e+01	5.57e-05	3.38e-01
pigg-1	2	1	1.25e+01	5.57e-05	3.38e-01
plp-2	2	1	1.25e+01	5.57e-05	3.38e-01
plst-1	2	1	1.25e+01	5.57e-05	3.38e-01
plx-1	2	1	1.25e+01	5.57e-05	3.38e-01
ppk-1	2	1	1.25e+01	5.57e-05	3.38e-01
pqn-10	2	1	1.25e+01	5.57e-05	3.38e-01
pqn-18	2	1	1.25e+01	5.57e-05	3.38e-01
pqn-36	2	1	1.25e+01	5.57e-05	3.38e-01
pqn-37	2	1	1.25e+01	5.57e-05	3.38e-01
prp-19	2	1	1.25e+01	5.57e-05	3.38e-01
ptp-4	2	1	1.25e+01	5.57e-05	3.38e-01
pvf-1	2	1	1.25e+01	5.57e-05	3.38e-01
ragc-1	2	1	1.25e+01	5.57e-05	3.38e-01
rbg-1	2	1	1.25e+01	5.57e-05	3.38e-01
rei-1	2	1	1.25e+01	5.57e-05	3.38e-01
rga-2	2	1	1.25e+01	5.57e-05	3.38e-01
rgs-8.1	2	1	1.25e+01	5.57e-05	3.38e-01
rgs-8.2	2	1	1.25e+01	5.57e-05	3.38e-01
rha-2	2	1	1.25e+01	5.57e-05	3.38e-01
rpb-10	2	1	1.25e+01	5.57e-05	3.38e-01
rsbp-1	2	1	1.25e+01	5.57e-05	3.38e-01
rsd-3	2	1	1.25e+01	5.57e-05	3.38e-01
rsp-4	2	1	1.25e+01	5.57e-05	3.38e-01
sax-3	2	1	1.25e+01	5.57e-05	3.38e-01
scl-19	2	1	1.25e+01	5.57e-05	3.38e-01
sdhd-1	2	1	1.25e+01	5.57e-05	3.38e-01
sdz-1	2	1	1.25e+01	5.57e-05	3.38e-01
sel-12	2	1	1.25e+01	5.57e-05	3.38e-01
sem-2	2	1	1.25e+01	5.57e-05	3.38e-01
ser-2	2	1	1.25e+01	5.57e-05	3.38e-01
sig-7	2	1	1.25e+01	5.57e-05	3.38e-01
sknr-1	2	1	1.25e+01	5.57e-05	3.38e-01
slc-17.4	2	1	1.25e+01	5.57e-05	3.38e-01
slc-25A29	2	1	1.25e+01	5.57e-05	3.38e-01
smc-5	2	1	1.25e+01	5.57e-05	3.38e-01
smu-2	2	1	1.25e+01	5.57e-05	3.38e-01
snf-10	2	1	1.25e+01	5.57e-05	3.38e-01
snr-1	2	1	1.25e+01	5.57e-05	3.38e-01
snx-27	2	1	1.25e+01	5.57e-05	3.38e-01
sod-5	2	1	1.25e+01	5.57e-05	3.38e-01
spe-4	2	1	1.25e+01	5.57e-05	3.38e-01
spg-20	2	1	1.25e+01	5.57e-05	3.38e-01
spp-8	2	1	1.25e+01	5.57e-05	3.38e-01
sqv-4	2	1	1.25e+01	5.57e-05	3.38e-01
sra-29	2	1	1.25e+01	5.57e-05	3.38e-01
sra-32	2	1	1.25e+01	5.57e-05	3.38e-01
srab-6	2	1	1.25e+01	5.57e-05	3.38e-01
srb-19	2	1	1.25e+01	5.57e-05	3.38e-01
srb-6	2	1	1.25e+01	5.57e-05	3.38e-01
srbc-83	2	1	1.25e+01	5.57e-05	3.38e-01
srbc-9	2	1	1.25e+01	5.57e-05	3.38e-01
srd-19	2	1	1.25e+01	5.57e-05	3.38e-01
srd-45	2	1	1.25e+01	5.57e-05	3.38e-01
srd-47	2	1	1.25e+01	5.57e-05	3.38e-01
srd-5	2	1	1.25e+01	5.57e-05	3.38e-01
srd-50	2	1	1.25e+01	5.57e-05	3.38e-01
srd-68	2	1	1.25e+01	5.57e-05	3.38e-01
srd-74	2	1	1.25e+01	5.57e-05	3.38e-01
sre-37	2	1	1.25e+01	5.57e-05	3.38e-01
sre-51	2	1	1.25e+01	5.57e-05	3.38e-01
srg-2	2	1	1.25e+01	5.57e-05	3.38e-01
srg-40	2	1	1.25e+01	5.57e-05	3.38e-01
srh-129	2	1	1.25e+01	5.57e-05	3.38e-01
srh-183	2	1	1.25e+01	5.57e-05	3.38e-01
srh-213	2	1	1.25e+01	5.57e-05	3.38e-01
srh-237	2	1	1.25e+01	5.57e-05	3.38e-01
srh-241	2	1	1.25e+01	5.57e-05	3.38e-01
srh-243	2	1	1.25e+01	5.57e-05	3.38e-01
srh-283	2	1	1.25e+01	5.57e-05	3.38e-01
srh-295	2	1	1.25e+01	5.57e-05	3.38e-01
srh-298	2	1	1.25e+01	5.57e-05	3.38e-01
srh-40	2	1	1.25e+01	5.57e-05	3.38e-01
srh-42	2	1	1.25e+01	5.57e-05	3.38e-01
srh-68	2	1	1.25e+01	5.57e-05	3.38e-01
sri-13	2	1	1.25e+01	5.57e-05	3.38e-01
sri-14	2	1	1.25e+01	5.57e-05	3.38e-01
sri-24	2	1	1.25e+01	5.57e-05	3.38e-01
sri-26	2	1	1.25e+01	5.57e-05	3.38e-01
srj-15	2	1	1.25e+01	5.57e-05	3.38e-01
srj-23	2	1	1.25e+01	5.57e-05	3.38e-01
srj-26	2	1	1.25e+01	5.57e-05	3.38e-01
srj-33	2	1	1.25e+01	5.57e-05	3.38e-01
srj-4	2	1	1.25e+01	5.57e-05	3.38e-01
srj-53	2	1	1.25e+01	5.57e-05	3.38e-01
srr-4	2	1	1.25e+01	5.57e-05	3.38e-01
srr-6	2	1	1.25e+01	5.57e-05	3.38e-01
srt-49	2	1	1.25e+01	5.57e-05	3.38e-01
srt-52	2	1	1.25e+01	5.57e-05	3.38e-01
srt-55	2	1	1.25e+01	5.57e-05	3.38e-01
srt-67	2	1	1.25e+01	5.57e-05	3.38e-01
srv-17	2	1	1.25e+01	5.57e-05	3.38e-01
srw-127	2	1	1.25e+01	5.57e-05	3.38e-01
srw-23	2	1	1.25e+01	5.57e-05	3.38e-01
srw-31	2	1	1.25e+01	5.57e-05	3.38e-01
srw-56	2	1	1.25e+01	5.57e-05	3.38e-01
srw-83	2	1	1.25e+01	5.57e-05	3.38e-01
srw-87	2	1	1.25e+01	5.57e-05	3.38e-01
srx-108	2	1	1.25e+01	5.57e-05	3.38e-01
srx-116	2	1	1.25e+01	5.57e-05	3.38e-01
srx-120	2	1	1.25e+01	5.57e-05	3.38e-01
srx-129	2	1	1.25e+01	5.57e-05	3.38e-01
srx-66	2	1	1.25e+01	5.57e-05	3.38e-01
srx-68	2	1	1.25e+01	5.57e-05	3.38e-01
srx-80	2	1	1.25e+01	5.57e-05	3.38e-01
ssna-1	2	1	1.25e+01	5.57e-05	3.38e-01
ssp-16	2	1	1.25e+01	5.57e-05	3.38e-01
ssp-35	2	1	1.25e+01	5.57e-05	3.38e-01
ssp-37	2	1	1.25e+01	5.57e-05	3.38e-01
ssp-9	2	1	1.25e+01	5.57e-05	3.38e-01
str-101	2	1	1.25e+01	5.57e-05	3.38e-01
str-125	2	1	1.25e+01	5.57e-05	3.38e-01
str-164	2	1	1.25e+01	5.57e-05	3.38e-01
str-170	2	1	1.25e+01	5.57e-05	3.38e-01
str-176	2	1	1.25e+01	5.57e-05	3.38e-01
str-18	2	1	1.25e+01	5.57e-05	3.38e-01
str-253	2	1	1.25e+01	5.57e-05	3.38e-01
str-265	2	1	1.25e+01	5.57e-05	3.38e-01
str-37	2	1	1.25e+01	5.57e-05	3.38e-01
str-76	2	1	1.25e+01	5.57e-05	3.38e-01
str-81	2	1	1.25e+01	5.57e-05	3.38e-01
suco-1	2	1	1.25e+01	5.57e-05	3.38e-01
suex-2	2	1	1.25e+01	5.57e-05	3.38e-01
sulp-1	2	1	1.25e+01	5.57e-05	3.38e-01
sulp-2	2	1	1.25e+01	5.57e-05	3.38e-01
swt-1	2	1	1.25e+01	5.57e-05	3.38e-01
syp-2	2	1	1.25e+01	5.57e-05	3.38e-01
syx-18	2	1	1.25e+01	5.57e-05	3.38e-01
szy-5	2	1	1.25e+01	5.57e-05	3.38e-01
tac-1	2	1	1.25e+01	5.57e-05	3.38e-01
tag-241	2	1	1.25e+01	5.57e-05	3.38e-01
tag-272	2	1	1.25e+01	5.57e-05	3.38e-01
tag-329	2	1	1.25e+01	5.57e-05	3.38e-01
tbcd-1	2	1	1.25e+01	5.57e-05	3.38e-01
tbp-1	2	1	1.25e+01	5.57e-05	3.38e-01
tgn-38	2	1	1.25e+01	5.57e-05	3.38e-01
tig-2	2	1	1.25e+01	5.57e-05	3.38e-01
tmem-138	2	1	1.25e+01	5.57e-05	3.38e-01
tmem-189	2	1	1.25e+01	5.57e-05	3.38e-01
tnsl-1	2	1	1.25e+01	5.57e-05	3.38e-01
tol-1	2	1	1.25e+01	5.57e-05	3.38e-01
trf-2	2	1	1.25e+01	5.57e-05	3.38e-01
trpp-4	2	1	1.25e+01	5.57e-05	3.38e-01
ttr-20	2	1	1.25e+01	5.57e-05	3.38e-01
ttr-22	2	1	1.25e+01	5.57e-05	3.38e-01
ttr-58	2	1	1.25e+01	5.57e-05	3.38e-01
twk-12	2	1	1.25e+01	5.57e-05	3.38e-01
txt-6	2	1	1.25e+01	5.57e-05	3.38e-01
tyra-2	2	1	1.25e+01	5.57e-05	3.38e-01
uggt-2	2	1	1.25e+01	5.57e-05	3.38e-01
ugt-44	2	1	1.25e+01	5.57e-05	3.38e-01
ugt-56	2	1	1.25e+01	5.57e-05	3.38e-01
ugt-65	2	1	1.25e+01	5.57e-05	3.38e-01
unc-13	2	1	1.25e+01	5.57e-05	3.38e-01
unc-33	2	1	1.25e+01	5.57e-05	3.38e-01
unc-5	2	1	1.25e+01	5.57e-05	3.38e-01
unc-60	2	1	1.25e+01	5.57e-05	3.38e-01
unc-96	2	1	1.25e+01	5.57e-05	3.38e-01
vab-9	2	1	1.25e+01	5.57e-05	3.38e-01
ver-1	2	1	1.25e+01	5.57e-05	3.38e-01
vps-33.1	2	1	1.25e+01	5.57e-05	3.38e-01
wac-1.1	2	1	1.25e+01	5.57e-05	3.38e-01
wago-11	2	1	1.25e+01	5.57e-05	3.38e-01
wee-1.1	2	1	1.25e+01	5.57e-05	3.38e-01
zeel-1	2	1	1.25e+01	5.57e-05	3.38e-01
zig-10	2	1	1.25e+01	5.57e-05	3.38e-01
zmp-2	2	1	1.25e+01	5.57e-05	3.38e-01
abf-1	2	1	1.20e+01	7.51e-05	3.38e-01
acd-3	2	1	1.20e+01	7.51e-05	3.38e-01
acp-1	2	1	1.20e+01	7.51e-05	3.38e-01
acsd-1	2	1	1.20e+01	7.51e-05	3.38e-01
ahsa-1	2	1	1.20e+01	7.51e-05	3.38e-01
aldo-2	2	1	1.20e+01	7.51e-05	3.38e-01
alg-4	2	1	1.20e+01	7.51e-05	3.38e-01
algn-7	2	1	1.20e+01	7.51e-05	3.38e-01
alkb-1	2	1	1.20e+01	7.51e-05	3.38e-01
anc-1	2	1	1.20e+01	7.51e-05	3.38e-01
arp-1	2	1	1.20e+01	7.51e-05	3.38e-01
ash-2	2	1	1.20e+01	7.51e-05	3.38e-01
asp-9	2	1	1.20e+01	7.51e-05	3.38e-01
atf-7	2	1	1.20e+01	7.51e-05	3.38e-01
atf-8	2	1	1.20e+01	7.51e-05	3.38e-01
atx-3	2	1	1.20e+01	7.51e-05	3.38e-01
bcas-2	2	1	1.20e+01	7.51e-05	3.38e-01
cap-1	2	1	1.20e+01	7.51e-05	3.38e-01
cas-2	2	1	1.20e+01	7.51e-05	3.38e-01
cdc-37	2	1	1.20e+01	7.51e-05	3.38e-01
cdd-2	2	1	1.20e+01	7.51e-05	3.38e-01
ceh-22	2	1	1.20e+01	7.51e-05	3.38e-01
che-2	2	1	1.20e+01	7.51e-05	3.38e-01
chil-1	2	1	1.20e+01	7.51e-05	3.38e-01
chs-1	2	1	1.20e+01	7.51e-05	3.38e-01
cng-2	2	1	1.20e+01	7.51e-05	3.38e-01
cni-1	2	1	1.20e+01	7.51e-05	3.38e-01
crn-1	2	1	1.20e+01	7.51e-05	3.38e-01
crt-1	2	1	1.20e+01	7.51e-05	3.38e-01
csn-3	2	1	1.20e+01	7.51e-05	3.38e-01
ctsa-1.2	2	1	1.20e+01	7.51e-05	3.38e-01
cut-5	2	1	1.20e+01	7.51e-05	3.38e-01
cutl-16	2	1	1.20e+01	7.51e-05	3.38e-01
cutl-23	2	1	1.20e+01	7.51e-05	3.38e-01
cutl-6	2	1	1.20e+01	7.51e-05	3.38e-01
cyb-3	2	1	1.20e+01	7.51e-05	3.38e-01
cyc-2.1	2	1	1.20e+01	7.51e-05	3.38e-01
cyn-12	2	1	1.20e+01	7.51e-05	3.38e-01
cyn-4	2	1	1.20e+01	7.51e-05	3.38e-01
daf-14	2	1	1.20e+01	7.51e-05	3.38e-01
del-7	2	1	1.20e+01	7.51e-05	3.38e-01
dgk-4	2	1	1.20e+01	7.51e-05	3.38e-01
dmd-8	2	1	1.20e+01	7.51e-05	3.38e-01
dos-2	2	1	1.20e+01	7.51e-05	3.38e-01
drp-1	2	1	1.20e+01	7.51e-05	3.38e-01
dus-2	2	1	1.20e+01	7.51e-05	3.38e-01
eat-4	2	1	1.20e+01	7.51e-05	3.38e-01
elt-3	2	1	1.20e+01	7.51e-05	3.38e-01
emb-30	2	1	1.20e+01	7.51e-05	3.38e-01
emb-8	2	1	1.20e+01	7.51e-05	3.38e-01
ess-2	2	1	1.20e+01	7.51e-05	3.38e-01
fbxa-101	2	1	1.20e+01	7.51e-05	3.38e-01
fbxa-156	2	1	1.20e+01	7.51e-05	3.38e-01
fbxb-9	2	1	1.20e+01	7.51e-05	3.38e-01
fbxb-93	2	1	1.20e+01	7.51e-05	3.38e-01
fbxc-39	2	1	1.20e+01	7.51e-05	3.38e-01
gcy-31	2	1	1.20e+01	7.51e-05	3.38e-01
gly-8	2	1	1.20e+01	7.51e-05	3.38e-01
gpap-1	2	1	1.20e+01	7.51e-05	3.38e-01
gtf-2E2	2	1	1.20e+01	7.51e-05	3.38e-01
gtf-2H2C	2	1	1.20e+01	7.51e-05	3.38e-01
haf-6	2	1	1.20e+01	7.51e-05	3.38e-01
hbs-1	2	1	1.20e+01	7.51e-05	3.38e-01
hda-6	2	1	1.20e+01	7.51e-05	3.38e-01
hot-4	2	1	1.20e+01	7.51e-05	3.38e-01
hpk-1	2	1	1.20e+01	7.51e-05	3.38e-01
hrde-1	2	1	1.20e+01	7.51e-05	3.38e-01
idhg-1	2	1	1.20e+01	7.51e-05	3.38e-01
ify-1	2	1	1.20e+01	7.51e-05	3.38e-01
igdb-1	2	1	1.20e+01	7.51e-05	3.38e-01
irld-22	2	1	1.20e+01	7.51e-05	3.38e-01
irld-34	2	1	1.20e+01	7.51e-05	3.38e-01
jip-1	2	1	1.20e+01	7.51e-05	3.38e-01
kin-30	2	1	1.20e+01	7.51e-05	3.38e-01
klc-2	2	1	1.20e+01	7.51e-05	3.38e-01
lam-1	2	1	1.20e+01	7.51e-05	3.38e-01
lars-1	2	1	1.20e+01	7.51e-05	3.38e-01
lbp-9	2	1	1.20e+01	7.51e-05	3.38e-01
lec-1	2	1	1.20e+01	7.51e-05	3.38e-01
lec-3	2	1	1.20e+01	7.51e-05	3.38e-01
leo-1	2	1	1.20e+01	7.51e-05	3.38e-01
lev-9	2	1	1.20e+01	7.51e-05	3.38e-01
lgc-29	2	1	1.20e+01	7.51e-05	3.38e-01
lim-9	2	1	1.20e+01	7.51e-05	3.38e-01
lin-14	2	1	1.20e+01	7.51e-05	3.38e-01
lin-41	2	1	1.20e+01	7.51e-05	3.38e-01
lin-65	2	1	1.20e+01	7.51e-05	3.38e-01
lsm-1	2	1	1.20e+01	7.51e-05	3.38e-01
ltah-1.2	2	1	1.20e+01	7.51e-05	3.38e-01
math-3	2	1	1.20e+01	7.51e-05	3.38e-01
mbf-1	2	1	1.20e+01	7.51e-05	3.38e-01
mdt-21	2	1	1.20e+01	7.51e-05	3.38e-01
met-1	2	1	1.20e+01	7.51e-05	3.38e-01
mex-5	2	1	1.20e+01	7.51e-05	3.38e-01
mlcd-1	2	1	1.20e+01	7.51e-05	3.38e-01
mltn-7	2	1	1.20e+01	7.51e-05	3.38e-01
mrpl-22	2	1	1.20e+01	7.51e-05	3.38e-01
msp-40	2	1	1.20e+01	7.51e-05	3.38e-01
mtm-3	2	1	1.20e+01	7.51e-05	3.38e-01
mup-2	2	1	1.20e+01	7.51e-05	3.38e-01
mys-2	2	1	1.20e+01	7.51e-05	3.38e-01
natc-2	2	1	1.20e+01	7.51e-05	3.38e-01
nduf-11	2	1	1.20e+01	7.51e-05	3.38e-01
nhl-1	2	1	1.20e+01	7.51e-05	3.38e-01
nhr-107	2	1	1.20e+01	7.51e-05	3.38e-01
nhr-206	2	1	1.20e+01	7.51e-05	3.38e-01
nhr-280	2	1	1.20e+01	7.51e-05	3.38e-01
nhr-43	2	1	1.20e+01	7.51e-05	3.38e-01
nlp-20	2	1	1.20e+01	7.51e-05	3.38e-01
nrde-1	2	1	1.20e+01	7.51e-05	3.38e-01
nrf-6	2	1	1.20e+01	7.51e-05	3.38e-01
ntl-4	2	1	1.20e+01	7.51e-05	3.38e-01
oac-19	2	1	1.20e+01	7.51e-05	3.38e-01
odr-1	2	1	1.20e+01	7.51e-05	3.38e-01
oef-1	2	1	1.20e+01	7.51e-05	3.38e-01
ooc-3	2	1	1.20e+01	7.51e-05	3.38e-01
orc-2	2	1	1.20e+01	7.51e-05	3.38e-01
osm-10	2	1	1.20e+01	7.51e-05	3.38e-01
paqr-1	2	1	1.20e+01	7.51e-05	3.38e-01
pat-12	2	1	1.20e+01	7.51e-05	3.38e-01
pfd-5	2	1	1.20e+01	7.51e-05	3.38e-01
pgp-1	2	1	1.20e+01	7.51e-05	3.38e-01
pha-1	2	1	1.20e+01	7.51e-05	3.38e-01
phf-30	2	1	1.20e+01	7.51e-05	3.38e-01
pho-5	2	1	1.20e+01	7.51e-05	3.38e-01
pkn-1	2	1	1.20e+01	7.51e-05	3.38e-01
plpp-1.2	2	1	1.20e+01	7.51e-05	3.38e-01
pmt-1	2	1	1.20e+01	7.51e-05	3.38e-01
png-1	2	1	1.20e+01	7.51e-05	3.38e-01
pri-1	2	1	1.20e+01	7.51e-05	3.38e-01
prp-17	2	1	1.20e+01	7.51e-05	3.38e-01
prx-14	2	1	1.20e+01	7.51e-05	3.38e-01
ptd-2	2	1	1.20e+01	7.51e-05	3.38e-01
ptr-24	2	1	1.20e+01	7.51e-05	3.38e-01
ptrn-1	2	1	1.20e+01	7.51e-05	3.38e-01
pus-1	2	1	1.20e+01	7.51e-05	3.38e-01
rfc-3	2	1	1.20e+01	7.51e-05	3.38e-01
rga-8	2	1	1.20e+01	7.51e-05	3.38e-01
rgl-1	2	1	1.20e+01	7.51e-05	3.38e-01
rgs-4	2	1	1.20e+01	7.51e-05	3.38e-01
riok-1	2	1	1.20e+01	7.51e-05	3.38e-01
rpl-10	2	1	1.20e+01	7.51e-05	3.38e-01
rpl-14	2	1	1.20e+01	7.51e-05	3.38e-01
rpl-26	2	1	1.20e+01	7.51e-05	3.38e-01
rpn-10	2	1	1.20e+01	7.51e-05	3.38e-01
rps-26	2	1	1.20e+01	7.51e-05	3.38e-01
rsp-8	2	1	1.20e+01	7.51e-05	3.38e-01
rtel-1	2	1	1.20e+01	7.51e-05	3.38e-01
saeg-1	2	1	1.20e+01	7.51e-05	3.38e-01
sdhb-1	2	1	1.20e+01	7.51e-05	3.38e-01
set-18	2	1	1.20e+01	7.51e-05	3.38e-01
set-24	2	1	1.20e+01	7.51e-05	3.38e-01
sex-1	2	1	1.20e+01	7.51e-05	3.38e-01
sid-1	2	1	1.20e+01	7.51e-05	3.38e-01
snet-1	2	1	1.20e+01	7.51e-05	3.38e-01
snf-11	2	1	1.20e+01	7.51e-05	3.38e-01
spat-2	2	1	1.20e+01	7.51e-05	3.38e-01
spr-2	2	1	1.20e+01	7.51e-05	3.38e-01
srbc-12	2	1	1.20e+01	7.51e-05	3.38e-01
srgp-1	2	1	1.20e+01	7.51e-05	3.38e-01
srh-128	2	1	1.20e+01	7.51e-05	3.38e-01
srh-246	2	1	1.20e+01	7.51e-05	3.38e-01
srh-255	2	1	1.20e+01	7.51e-05	3.38e-01
srh-35	2	1	1.20e+01	7.51e-05	3.38e-01
srr-8	2	1	1.20e+01	7.51e-05	3.38e-01
srt-17	2	1	1.20e+01	7.51e-05	3.38e-01
srt-39	2	1	1.20e+01	7.51e-05	3.38e-01
srw-118	2	1	1.20e+01	7.51e-05	3.38e-01
srx-117	2	1	1.20e+01	7.51e-05	3.38e-01
sti-1	2	1	1.20e+01	7.51e-05	3.38e-01
str-134	2	1	1.20e+01	7.51e-05	3.38e-01
str-94	2	1	1.20e+01	7.51e-05	3.38e-01
sulp-7	2	1	1.20e+01	7.51e-05	3.38e-01
tag-191	2	1	1.20e+01	7.51e-05	3.38e-01
tag-250	2	1	1.20e+01	7.51e-05	3.38e-01
tag-30	2	1	1.20e+01	7.51e-05	3.38e-01
tbx-31	2	1	1.20e+01	7.51e-05	3.38e-01
tkt-1	2	1	1.20e+01	7.51e-05	3.38e-01
trm-2A	2	1	1.20e+01	7.51e-05	3.38e-01
trpp-6	2	1	1.20e+01	7.51e-05	3.38e-01
tsct-1	2	1	1.20e+01	7.51e-05	3.38e-01
tspo-1	2	1	1.20e+01	7.51e-05	3.38e-01
ttll-12	2	1	1.20e+01	7.51e-05	3.38e-01
ttr-59	2	1	1.20e+01	7.51e-05	3.38e-01
twk-43	2	1	1.20e+01	7.51e-05	3.38e-01
ubc-13	2	1	1.20e+01	7.51e-05	3.38e-01
ubc-19	2	1	1.20e+01	7.51e-05	3.38e-01
ubql-1	2	1	1.20e+01	7.51e-05	3.38e-01
ugt-43	2	1	1.20e+01	7.51e-05	3.38e-01
ugt-7	2	1	1.20e+01	7.51e-05	3.38e-01
unc-103	2	1	1.20e+01	7.51e-05	3.38e-01
unc-55	2	1	1.20e+01	7.51e-05	3.38e-01
unc-78	2	1	1.20e+01	7.51e-05	3.38e-01
vha-3	2	1	1.20e+01	7.51e-05	3.38e-01
vha-5	2	1	1.20e+01	7.51e-05	3.38e-01
vha-7	2	1	1.20e+01	7.51e-05	3.38e-01
vps-29	2	1	1.20e+01	7.51e-05	3.38e-01
vps-35	2	1	1.20e+01	7.51e-05	3.38e-01
zyg-11	2	1	1.20e+01	7.51e-05	3.38e-01
aatf-1	2	1	1.03e+01	8.55e-05	3.39e-01
abcf-1	2	1	1.03e+01	8.55e-05	3.39e-01
abhd-11.2	2	1	1.03e+01	8.55e-05	3.39e-01
abl-1	2	1	1.03e+01	8.55e-05	3.39e-01
acs-3	2	1	1.03e+01	8.55e-05	3.39e-01
alg-3	2	1	1.03e+01	8.55e-05	3.39e-01
amx-2	2	1	1.03e+01	8.55e-05	3.39e-01
aqp-5	2	1	1.03e+01	8.55e-05	3.39e-01
asic-1	2	1	1.03e+01	8.55e-05	3.39e-01
bath-23	2	1	1.03e+01	8.55e-05	3.39e-01
best-5	2	1	1.03e+01	8.55e-05	3.39e-01
brp-1	2	1	1.03e+01	8.55e-05	3.39e-01
catp-4	2	1	1.03e+01	8.55e-05	3.39e-01
ccdc-149	2	1	1.03e+01	8.55e-05	3.39e-01
cdt-1	2	1	1.03e+01	8.55e-05	3.39e-01
ceh-54	2	1	1.03e+01	8.55e-05	3.39e-01
cest-29	2	1	1.03e+01	8.55e-05	3.39e-01
che-7	2	1	1.03e+01	8.55e-05	3.39e-01
chpf-2	2	1	1.03e+01	8.55e-05	3.39e-01
clec-157	2	1	1.03e+01	8.55e-05	3.39e-01
